-2.99999952,-3.80000067,7.00000000,1
-2.99999952,-3.80000067,8.99999809,1
-2.99999952,-3.80000067,5.00000191,1
-2.99999952,-3.80000067,3.00000381,1
-4.99999905,-3.80000067,8.59999847,1
-4.99999905,-3.80000067,6.60000038,1
-4.99999905,-3.80000067,4.60000229,1
-4.99999905,-3.80000067,2.60000420,1
-6.99999714,-3.80000067,2.84000397,1
-6.99999714,-3.80000067,4.84000206,1
-6.99999714,-3.80000067,6.84000015,1
-6.99999714,-3.80000067,8.83999825,1
-9.19999504,-3.80000067,9.07999802,1
-9.19999504,-3.80000067,7.07999992,1
-9.19999504,-3.80000067,5.08000183,1
-9.19999504,-3.80000067,3.08000374,1
-1.19999909,-3.80000067,3.80000305,1
-1.19999909,-3.80000067,5.80000114,1
-1.19999909,-3.80000067,7.79999924,1
-1.19999909,-3.80000067,9.79999733,1
0.600000858,-3.80000067,8.99999809,1
0.600000858,-3.80000067,7.00000000,1
0.600000858,-3.80000067,5.00000191,1
-8.95007229,-3.25000000,-0.180066988,1
-6.95007420,-3.25000000,-0.180066988,1
-4.95007610,-3.25000000,-0.180066988,1
-2.95007658,-3.25000000,-0.180066988,1
-1.15007615,-3.25000000,-0.180066988,1
0.649923801,-3.25000000,-0.180066988,1
-8.35007286,-3.25000000,-2.02006721,1
-6.35007477,-3.25000000,-2.02006721,1
-4.35007668,-3.25000000,-2.02006721,1
-2.35007644,-3.25000000,-2.02006721,1
-3.15007663,-3.25000000,-3.78006554,1
-4.95007610,-3.25000000,-3.86006546,1
-8.95007229,-3.25000000,-3.86006546,1
0.849923670,-3.25000000,-2.26006699,1
-1.15007615,-3.25000000,-3.54006577,1
-9.27002430,-1.89999974,-7.34008312,1
-7.27002621,-1.89999974,-7.34008312,1
-5.27002811,-1.89999974,-7.34008312,1
-3.27002907,-1.89999974,-7.34008312,1
-1.47002864,-1.89999974,-7.34008312,1
0.329971433,-1.89999974,-7.34008312,1
2.12997150,-1.89999974,-7.34008312,1
3.92997193,-1.89999974,-7.34008312,1
3.72997189,-1.89999974,-5.42008495,1
3.72997189,-1.89999974,-3.42008686,1
3.72997189,-1.89999974,-1.42008781,1
3.72997189,-1.89999974,0.499912202,1
3.72997189,-1.89999974,2.49991202,1
3.72997189,-1.89999974,4.49991035,1
5.52997065,-1.89999974,5.29990959,1
5.92997026,-1.89999974,3.37991142,1
5.92997026,-1.89999974,1.37991238,1
5.92997026,-1.89999974,-0.540087581,1
5.92997026,-1.89999974,-2.54008746,1
5.92997026,-1.89999974,-4.54008579,1
5.92997026,-1.89999974,-6.54008389,1
7.72996855,-1.89999974,-5.74008465,1
7.72996855,-1.89999974,-3.74008656,1
7.72996855,-1.89999974,-1.74008799,1
7.72996855,-1.89999974,0.259912252,1
7.72996855,-1.89999974,2.17991233,1
7.72996855,-1.89999974,4.17991066,1
-11.4700222,-1.89999974,-7.58008289,1
-11.4700222,-1.89999974,-5.58008480,1
-11.4700222,-1.89999974,-3.58008671,1
-11.4700222,-1.89999974,-1.58008790,1
-11.4700222,-1.89999974,0.339912236,1
-11.4700222,-1.89999974,2.25991225,1
-11.4700222,-1.89999974,4.25991058,1
-11.4700222,-1.89999974,6.25990868,1
-11.4700222,-1.89999974,8.25990677,1
-11.6700220,-1.89999974,10.9799042,1
-9.67002392,-1.89999974,10.9799042,1
-7.67002583,-1.89999974,10.9799042,1
-5.67002773,-1.89999974,10.9799042,1
-3.67002916,-1.89999974,10.9799042,1
-1.87002873,-1.89999974,10.9799042,1
-0.0700285882,-1.89999974,10.9799042,1
1.72997153,-1.89999974,10.9799042,1
3.12997174,-1.89999974,9.61990547,1
2.03996730,5.80000305,0.619818330,1
-3.00000000,0.000000000,7.00000000,1
0.400000870,-1.00000000,8.35999870,3
